date,subways_total_estimated_ridership,subways_%_of_comparable_pre_pandemic_day,buses_total_estimated_ridership,buses_%_of_comparable_pre_pandemic_day,lirr_total_estimated_ridership,lirr_%_of_comparable_pre_pandemic_day,metro_north_total_estimated_ridership,metro_north_%_of_comparable_pre_pandemic_day,access_a_ride_total_scheduled_trips,access_a_ride_%_of_comparable_pre_pandemic_day,bridges_and_tunnels_total_traffic,bridges_and_tunnels_%_of_comparable_pre_pandemic_day,staten_island_railway_total_estimated_ridership,staten_island_railway_%_of_comparable_pre_pandemic_day,weekday,is_weekend,total_ridership,pct_change_vs_2019,outlier
2023-02-25,2043635,71,800947,63,86403,92,81742,62,15461,95,831613,100,1396,33,5,1,3029584,3029584.0,0
2023-02-26,1625191,74,676041,69,74226,95,67702,74,15891,94,807475,107,1095,39,6,1,2460146,2299201.8691588785,0
2023-02-27,3337916,62,1423292,66,180277,60,160346,60,26730,91,854625,97,6752,42,0,0,5135313,5294137.113402062,0
2023-02-28,3412079,63,1349173,63,177532,59,139326,52,26116,89,751643,85,6690,41,1,0,5110916,6012842.352941177,0
2023-03-01,3780713,68,1511792,67,192142,61,176661,64,29449,99,901530,98,7403,46,2,0,5698160,5814448.979591836,0
2023-03-02,3765925,68,1493623,67,195243,62,176678,64,28978,97,934427,101,7434,47,3,0,5667881,5611763.366336633,0
2023-03-03,3481830,63,1417670,63,172623,55,150603,55,27298,92,933992,101,6167,39,4,0,5256191,5204149.5049504945,0
2023-03-04,2173217,71,870341,65,96720,90,84352,62,16263,96,844751,97,1449,29,5,1,3242342,3342620.618556701,0
2023-03-05,1772121,77,712408,72,81079,93,72918,77,16956,96,831376,103,1215,39,6,1,2656697,2579317.4757281556,0
2023-03-06,3427019,62,1460599,65,185896,59,163314,59,27550,93,875696,95,6849,43,0,0,5271227,5548660.0,0
2023-03-07,3773780,68,1490272,66,205559,66,186615,68,28417,96,887227,96,7607,48,1,0,5692250,5929427.083333334,0
2023-03-08,3842861,69,1514182,68,203258,65,186940,68,30476,102,918426,100,7452,47,2,0,5785169,5785169.0,0
2023-03-09,3827656,69,1515155,68,201711,64,186197,68,29847,100,944406,102,7211,45,3,0,5767777,5654683.333333334,0
2023-03-10,3502339,63,1408909,63,182873,58,160550,58,28209,95,964271,105,6135,38,4,0,5289015,5037157.142857143,0
2023-03-11,2230530,73,821990,62,78979,73,88667,65,15493,91,842108,97,1796,35,5,1,3237455,3337582.4742268045,0
2023-03-12,1773585,77,686039,69,75970,88,70403,75,16644,94,832873,103,1547,49,6,1,2624188,2547755.339805825,0
2023-03-13,3352388,60,1377045,61,179787,57,157310,57,26027,88,852961,93,6358,40,0,0,5098915,5482704.3010752695,0
2023-03-14,3577250,64,1360497,61,189402,60,159031,58,26262,88,775384,84,6866,43,1,0,5319308,6332509.523809523,0
2023-03-15,3912366,70,1493605,67,205092,65,187128,68,29687,100,916918,100,7473,47,2,0,5835351,5835351.0,0
2023-03-16,3949788,71,1522248,68,209838,67,187573,68,30151,101,976134,106,7562,47,3,0,5907160,5572792.452830189,0
2023-03-17,3661519,66,1408472,63,199191,64,171443,62,28094,94,965113,105,6790,43,4,0,5475509,5214770.476190476,0
2023-03-18,2417873,79,921569,69,102021,95,101788,75,16828,99,924274,106,1839,36,5,1,3561918,3360300.0,0
2023-03-19,1894476,83,661736,67,82032,95,72936,77,16471,93,880371,109,1247,40,6,1,2728898,2503576.1467889906,0
2023-03-20,3442589,62,1444823,64,191367,61,167256,61,26951,91,896248,97,6895,43,0,0,5279881,5443176.288659793,0
2023-03-21,3801084,68,1511670,67,213026,68,189925,69,29466,99,918684,100,7850,49,1,0,5753021,5753021.0,0
2023-03-22,3797399,68,1509096,67,202826,65,184321,67,29999,101,920292,100,7589,48,2,0,5731230,5731230.0,0
2023-03-23,3774396,68,1466839,65,200870,64,177877,65,29189,98,934634,101,7208,45,3,0,5656379,5600375.247524752,0
2023-03-24,3534300,63,1420346,63,188352,60,159574,58,27883,94,959147,104,6133,38,4,0,5336588,5131334.615384616,0
2023-03-25,2153554,70,784068,59,89101,83,82702,61,15556,92,830547,95,1765,35,5,1,3126746,3291311.578947368,0
2023-03-26,1939984,85,724870,73,83054,96,81819,87,16878,96,871824,108,1648,52,6,1,2848253,2637271.296296296,0
2023-03-27,3397258,61,1426226,64,192461,61,166543,60,26394,89,885237,96,6675,42,0,0,5215557,5432871.875,0
2023-03-28,3765920,68,1490842,67,207837,66,189294,69,28923,97,894984,97,7541,47,1,0,5690357,5866347.422680412,0
2023-03-29,3872948,70,1521968,68,208736,67,187520,68,29771,100,922903,100,7825,49,2,0,5828768,5828768.0,0
2023-03-30,3860289,69,1486845,66,200601,64,187344,68,29363,99,957635,104,7512,47,3,0,5771954,5549955.76923077,0
2023-03-31,3573735,64,1423686,64,184342,59,158879,58,28599,96,977962,106,6426,40,4,0,5375667,5071383.96226415,0
2023-04-01,2283533,72,842213,63,82140,72,88096,59,16428,98,856286,94,1520,30,5,1,3313930,3525457.4468085105,0
2023-04-02,1949665,80,716880,72,76059,83,79027,77,17660,95,855422,99,1319,40,6,1,2840610,2869303.0303030303,0
2023-04-03,3597785,65,1475017,67,182947,59,162370,57,27387,95,899177,96,7076,44,0,0,5452582,5679772.916666666,0
2023-04-04,3906882,70,1519740,70,200063,64,188769,66,29698,103,913561,97,7633,47,1,0,5852785,6033798.969072165,0
2023-04-05,3799965,68,1432322,66,205060,66,185283,65,29462,102,938533,100,7163,44,2,0,5659255,5659255.0,0
2023-04-06,3421271,61,1264311,58,193340,62,169192,59,27061,94,914933,97,6122,38,3,0,5081297,5238450.5154639175,0
2023-04-07,3130675,56,1150222,53,187800,60,159262,56,23831,82,900772,96,4925,30,4,0,4656715,4850744.791666666,0
2023-04-08,2393347,76,882727,66,108740,95,99273,67,16256,97,872566,96,2393,47,5,1,3502736,3648683.3333333335,0
2023-04-09,1855826,76,654259,66,98030,107,85620,83,19026,102,904505,104,1916,59,6,1,2714677,2610266.346153846,0
2023-04-10,3142740,56,1236634,57,191412,62,170713,60,24135,83,922582,98,6121,38,0,0,4771755,4869137.75510204,0
2023-04-11,3537843,63,1316710,60,210828,68,193831,68,27777,96,895251,95,7081,44,1,0,5294070,5572705.263157895,0
2023-04-12,3576687,64,1311418,60,207802,67,191574,67,28326,98,890891,95,6863,42,2,0,5322670,5602810.52631579,0
2023-04-13,3628304,65,1311906,60,200072,64,183658,64,28451,98,939226,100,6668,41,3,0,5359059,5359059.0,0
2023-04-14,3471420,62,1294357,59,190858,61,173790,61,27514,95,989052,105,5869,36,4,0,5163808,4917912.380952381,0
2023-04-15,2365464,75,890050,67,99793,87,103902,70,16804,101,916008,100,1743,34,5,1,3477756,3477756.0,0
2023-04-16,1864753,77,728462,73,80318,88,85026,83,16835,90,881923,102,1309,40,6,1,2776703,2722257.843137255,0
2023-04-17,3418834,61,1438043,66,188445,61,167759,58,27611,95,897271,95,6926,43,0,0,5247618,5523808.421052631,0
2023-04-18,3862133,69,1526133,70,207882,67,194548,68,29658,103,929653,99,7879,49,1,0,5828233,5887104.04040404,0
2023-04-19,3927706,70,1530452,70,206116,66,195085,68,30829,107,952981,101,7889,49,2,0,5898077,5839680.198019802,0
2023-04-20,4002433,72,1520258,70,208664,67,189699,66,30106,104,1014633,108,7577,47,3,0,5958737,5517349.074074074,0
2023-04-21,3492257,63,1310737,60,195442,63,174727,61,27777,96,994549,106,6005,37,4,0,5206945,4912212.264150944,0
2023-04-22,2506140,79,893014,67,106134,93,106032,71,16865,101,931077,102,1715,34,5,1,3629900,3558725.490196078,0
2023-04-23,1923243,79,673668,68,87793,96,79003,77,15947,85,880726,102,1326,41,6,1,2780980,2726450.980392157,0
2023-04-24,3561262,64,1466762,67,196593,63,173997,61,27254,94,911973,97,7020,43,0,0,5432888,5600915.4639175255,0
2023-04-25,3956922,71,1529162,70,216767,70,192115,67,29504,102,927611,99,7806,48,1,0,5932276,5992197.97979798,0
2023-04-26,3994837,72,1531476,70,216097,70,191885,67,30191,104,947254,101,7758,48,2,0,5972244,5913112.871287129,0
2023-04-27,3999831,72,1506783,69,216674,70,184365,64,29969,104,981809,104,7564,47,3,0,5945186,5716525.0,0
2023-04-28,3703088,66,1424078,65,195436,63,160861,56,28306,98,996548,106,6441,40,4,0,5518210,5205858.490566038,0
2023-04-29,2179978,69,715608,54,85167,75,77009,52,15688,94,832504,91,1871,37,5,1,3075321,3379473.626373626,0
2023-04-30,1744098,72,578075,58,75065,82,65334,63,15451,83,786171,91,1355,42,6,1,2479378,2724591.208791209,0
2023-05-01,3664755,64,1465598,64,188566,59,167178,58,27445,93,922971,96,6960,40,0,0,5520502,5750522.916666666,0
2023-05-02,3961858,69,1498566,66,211550,66,197217,69,29472,100,916459,95,7749,45,1,0,5906412,6217275.7894736845,0
2023-05-03,4030601,70,1533714,67,209450,66,195363,68,30850,105,940822,98,7862,45,2,0,6007840,6130448.979591836,0
2023-05-04,3985001,70,1497427,66,206323,65,189538,66,30449,104,966836,100,7417,43,3,0,5916155,5916155.0,0
2023-05-05,3759375,66,1450598,64,200675,63,170610,60,28952,98,1011491,105,6514,37,4,0,5616724,5349260.952380952,0
2023-05-06,2563102,80,934630,67,111525,94,103318,69,18349,106,976630,102,2584,53,5,1,3733508,3660301.960784314,0
2023-05-07,2033790,85,705419,73,92076,94,83007,80,17822,105,902067,106,2705,77,6,1,2934819,2768697.169811321,0
2023-05-08,3563340,62,1460932,64,198056,62,180789,63,27771,94,935045,97,7196,41,0,0,5438084,5606272.164948453,0
2023-05-09,3925555,69,1524892,67,221290,69,205069,72,29923,102,955033,99,7827,45,1,0,5914556,5974298.98989899,0
2023-05-10,4014009,70,1528140,67,221747,69,203414,71,31360,107,981586,102,7998,46,2,0,6006668,5888890.196078432,0
2023-05-11,4015942,70,1535264,67,210683,66,201006,70,30899,105,1016578,106,7619,44,3,0,6001413,5661710.377358491,0
2023-05-12,3723192,65,1436385,63,201367,63,185027,65,29397,100,1043802,108,6629,38,4,0,5581997,5168515.740740741,0
2023-05-13,2487178,77,918257,66,113810,96,109940,73,18340,106,1008311,105,1973,41,5,1,3649498,3475712.3809523806,0
2023-05-14,1926966,81,690606,72,102178,105,101088,97,20222,119,981015,115,1654,47,6,1,2842714,2471925.217391304,0
2023-05-15,3553443,62,1440741,63,201209,63,184909,65,25892,88,947897,98,6956,40,0,0,5413150,5523622.448979592,0
2023-05-16,4002015,70,1519397,67,227489,71,207484,72,29747,101,965091,100,7930,46,1,0,5994062,5994062.0,0
2023-05-17,4104786,72,1518546,67,223059,70,206630,72,30423,103,985531,102,7118,41,2,0,6090562,5971139.215686275,0
2023-05-18,4082154,71,1492657,66,218955,69,198433,69,29842,101,1008886,105,7530,43,3,0,6029571,5742448.571428572,0
2023-05-19,3789929,66,1431269,63,208310,65,181114,63,28381,97,1024064,106,6362,37,4,0,5645365,5325816.03773585,0
2023-05-20,2314672,72,760830,55,102957,87,95625,63,16570,96,888784,93,1970,41,5,1,3292624,3540455.9139784947,0
2023-05-21,2132724,89,727850,76,103484,106,91335,88,17545,103,959948,113,1919,55,6,1,3074857,2721112.389380531,0
2023-05-22,3571748,62,1446015,64,203122,64,186008,65,27038,92,942741,98,6935,40,0,0,5440866,5551904.081632653,0
2023-05-23,3929003,69,1500973,66,219619,69,214621,75,29538,100,953703,99,7928,46,1,0,5901682,5961294.94949495,0
2023-05-24,3960264,69,1499943,66,219886,69,208487,73,30495,104,983724,102,7667,44,2,0,5926742,5810531.37254902,0
2023-05-25,3859385,67,1459601,64,215946,68,201855,71,29311,100,1007341,105,7183,41,3,0,5773281,5498362.857142857,0
2023-05-26,3496511,61,1370252,60,207347,65,187188,65,27037,92,994185,103,5747,33,4,0,5294082,5139885.436893203,0
2023-05-27,2375741,74,848442,61,116439,98,120011,80,16731,97,925766,97,2913,60,5,1,3480277,3587914.432989691,0
2023-05-28,2029088,85,707787,73,102985,106,102009,98,17527,103,906089,106,2426,69,6,1,2961822,2794171.6981132072,0
2023-05-29,1952779,82,758893,79,99456,102,86149,83,12121,71,836613,98,2520,72,0,0,2911918,2971344.897959184,0
2023-05-30,3714864,65,1438285,63,227623,71,205661,72,27645,94,959824,100,7398,43,1,0,5621476,5621476.0,0
2023-05-31,3911382,68,1480801,65,229227,72,211998,74,30078,102,971602,101,7691,44,2,0,5871177,5813046.534653465,0
2023-06-01,3894167,69,1457503,68,210483,63,191410,65,30088,103,1006107,102,7152,44,3,0,5790803,5677257.843137255,0
2023-06-02,3626490,65,1399462,65,202543,61,170399,58,29570,101,1011244,103,6470,40,4,0,5434934,5276634.951456311,0
2023-06-03,2411704,75,899212,64,115723,94,102668,65,18118,105,958346,97,1837,36,5,1,3549262,3659032.9896907215,0
2023-06-04,1988330,76,714218,66,103120,105,88859,81,18429,102,931347,101,1573,40,6,1,2914529,2885672.277227723,0
2023-06-05,3544106,63,1432156,67,200806,60,183510,62,27920,95,938818,95,6892,43,0,0,5395390,5679357.894736842,0
2023-06-06,3929131,70,1474317,69,218376,66,213292,72,29999,102,945555,96,7795,48,1,0,5872910,6117614.583333334,0
2023-06-07,3743889,67,1390834,65,212982,64,202951,69,31147,106,941798,96,7334,45,2,0,5589137,5822017.708333334,0
2023-06-08,3268529,58,1216291,57,189487,57,176985,60,27689,95,932162,95,5503,34,3,0,4884484,5141562.105263158,0
2023-06-09,3425232,61,1256670,58,214001,64,185677,63,25845,88,1005974,102,5482,34,4,0,5112907,5012653.9215686275,0
2023-06-10,2608756,81,892936,64,139304,113,117616,74,17996,104,991238,101,1978,39,5,1,3778586,3741174.2574257427,0
2023-06-11,2075651,79,695200,64,106971,109,98115,90,17958,99,976811,106,1582,41,6,1,2995477,2825921.6981132072,0
2023-06-12,3479404,62,1394575,65,202015,61,185343,63,27520,94,939370,96,6744,42,0,0,5295601,5516251.041666666,0
2023-06-13,3968160,71,1500122,70,233588,70,212364,72,30441,104,971010,99,7850,48,1,0,5952525,6012651.515151516,0
2023-06-14,3893073,69,1434687,67,235667,71,207746,70,30661,105,971437,99,7234,45,2,0,5809068,5867745.454545454,0
2023-06-15,3928393,70,1475300,69,228608,69,206188,70,31298,107,1028832,105,7390,46,3,0,5877177,5597311.428571428,0
2023-06-16,3395938,61,1300751,61,214883,65,177916,60,28693,98,1025514,104,5960,37,4,0,5124141,4927058.653846154,0
2023-06-17,2399521,74,872453,62,138654,113,111460,70,17967,104,1000053,102,2632,52,5,1,3542687,3473222.5490196077,0
2023-06-18,1977582,76,707615,65,119996,122,95597,88,19384,107,971860,105,2029,52,6,1,2922203,2783050.476190476,0
2023-06-19,2636887,101,1075747,99,196645,200,168591,154,17494,97,964071,104,4094,105,0,0,4099458,3941786.5384615385,0
2023-06-20,3782810,67,1434258,67,235806,71,224371,76,29482,101,979074,100,7540,47,1,0,5714267,5714267.0,0
2023-06-21,3902298,70,1430476,67,242162,73,221141,75,31019,106,999201,102,7551,47,2,0,5834647,5720242.156862745,0
2023-06-22,3782472,67,1367709,64,233588,70,208969,71,29220,100,1013372,103,6956,43,3,0,5628914,5464965.048543689,0
2023-06-23,3470575,62,1282954,60,222283,67,188373,64,28619,98,1022942,104,6167,38,4,0,5198971,4999010.576923077,0
2023-06-24,2467994,77,844674,60,128075,104,109217,69,16937,98,951605,97,2551,50,5,1,3569448,3679843.2989690723,0
2023-06-25,2222704,85,689020,63,123527,125,113238,104,17103,95,948428,103,2248,58,6,1,3167840,3075572.8155339807,0
2023-06-26,3341322,60,1314743,61,218393,66,185070,63,26823,92,962862,98,6516,40,0,0,5092867,5196803.0612244895,0
2023-06-27,3744227,67,1391914,65,231738,70,209234,71,29246,100,969784,99,7633,47,1,0,5613992,5670698.98989899,0
2023-06-28,3634270,65,1305832,61,233457,70,207293,70,29092,99,988315,101,6762,42,2,0,5416706,5363075.247524752,0
2023-06-29,3653631,65,1307649,61,233625,70,200724,68,28876,99,1036568,105,6946,43,3,0,5431451,5172810.476190476,0
2023-06-30,3259767,58,1248822,58,219673,66,178064,60,28028,96,1043286,106,5817,36,4,0,4940171,4660538.679245283,0
2023-07-01,2239529,79,859295,64,120270,94,99597,64,17093,108,956890,103,2745,54,5,1,3338529,3241290.2912621363,0
2023-07-02,1783757,76,668297,61,92780,89,74415,70,16717,101,832828,94,1988,56,6,1,2637954,2806334.0425531915,0
2023-07-03,2662052,50,1117930,54,149641,47,128417,45,23795,84,860662,90,4718,34,0,0,4086553,4540614.444444444,0
2023-07-04,1791179,77,631937,58,96458,92,84010,79,13059,79,715453,81,2305,65,1,0,2618948,3233269.135802469,0
2023-07-05,3318379,63,1296583,63,211448,67,189434,67,28774,101,963342,100,6472,47,2,0,5051090,5051090.0,0
2023-07-06,3494806,66,1333630,64,209335,66,186822,66,29894,105,959636,100,6608,48,3,0,5261095,5261095.0,0
2023-07-07,3292266,62,1273900,61,197892,62,171597,61,28609,101,977009,102,5868,43,4,0,4970132,4872678.431372549,0
2023-07-08,2308794,82,867047,64,120931,95,107854,70,17879,113,949008,103,2695,53,5,1,3425200,3325436.8932038834,0
2023-07-09,1776607,76,651953,59,95243,91,83783,79,16695,101,869686,98,1914,54,6,1,2626195,2679790.8163265307,0
2023-07-10,3208730,61,1307297,63,196506,62,171497,61,27354,96,925569,96,6175,45,0,0,4917559,5122457.291666666,0
2023-07-11,3613670,68,1381701,67,221923,70,200151,71,30085,106,952112,99,7149,52,1,0,5454679,5509776.767676768,0
2023-07-12,3696737,70,1383484,67,218097,69,199169,70,31015,109,977898,102,6901,50,2,0,5535403,5426865.68627451,0
2023-07-13,3648007,69,1359302,66,218715,69,190952,67,29980,106,990761,103,6888,50,3,0,5453844,5294994.174757282,0
2023-07-14,3209393,61,1231624,59,198119,63,163840,58,28489,100,986748,103,5588,41,4,0,4837053,4696167.961165048,0
2023-07-15,2326054,82,889709,66,124007,97,107124,69,18043,114,983132,106,2409,47,5,1,3467346,3271081.132075472,0
2023-07-16,1599858,68,583645,53,89763,86,72406,68,16496,100,817659,92,1559,44,6,1,2363727,2569268.4782608696,0
2023-07-17,3282092,62,1310810,63,205378,65,182216,64,27637,97,964710,100,6345,46,0,0,5014478,5014478.0,0
2023-07-18,3584819,68,1313665,63,225299,71,204203,72,29105,103,944208,98,6766,49,1,0,5363857,5473323.469387755,0
2023-07-19,3679343,70,1342781,65,224202,71,203857,72,30527,108,969944,101,6938,50,2,0,5487648,5433314.851485148,0
2023-07-20,3711017,70,1333607,64,224327,71,197400,70,29745,105,1004167,104,6858,50,3,0,5502954,5291301.923076923,0
2023-07-21,3227154,61,1211839,58,201177,64,176892,62,27485,97,1000836,104,5389,39,4,0,4849936,4663400.0,0
2023-07-22,2459990,87,894490,66,133328,104,93215,60,18283,115,1005606,109,2117,42,5,1,3601423,3304057.7981651374,0
2023-07-23,1984503,85,723774,66,116485,111,94729,89,18021,109,988636,112,1511,42,6,1,2939023,2624127.6785714286,0
2023-07-24,3255379,62,1302964,63,206025,65,180716,64,27222,96,948855,99,6175,45,0,0,4978481,5028768.686868687,0
2023-07-25,3630414,69,1307716,63,226651,72,211053,75,29285,103,939926,98,7050,51,1,0,5412169,5522621.428571428,0
2023-07-26,3758378,71,1382345,67,226363,71,210315,74,30501,108,977673,102,7298,53,2,0,5615200,5505098.039215686,0
2023-07-27,3580012,68,1313385,63,219460,69,187729,66,28692,101,973315,101,6788,49,3,0,5336066,5283233.663366337,0
2023-07-28,3266199,62,1246295,60,205845,65,170128,60,27522,97,1023958,107,5631,41,4,0,4921620,4599644.859813084,0
2023-07-29,2251524,80,856921,63,120457,94,100508,65,16747,105,957063,104,2314,45,5,1,3348471,3219683.653846154,0
2023-07-30,1952433,83,705279,64,116784,111,91861,87,17450,106,989071,112,2077,58,6,1,2885884,2576682.1428571427,0
2023-07-31,3204920,61,1283835,62,205976,65,185348,65,26682,94,969712,101,6161,45,0,0,4912922,4864279.2079207925,0
2023-08-01,3598379,70,1357252,67,221518,71,199547,73,29354,105,954649,98,7060,53,1,0,5413110,5523581.632653061,0
2023-08-02,3640307,71,1359233,67,219641,70,201003,74,30380,109,964978,99,6913,52,2,0,5457477,5512603.03030303,0
2023-08-03,3609076,70,1350472,67,220565,71,197044,72,30483,109,994978,102,6753,50,3,0,5414393,5308228.431372549,0
2023-08-04,3228510,63,1241122,61,193528,62,171533,63,28128,101,987994,102,5593,42,4,0,4868414,4772954.901960785,0
2023-08-05,2364364,80,879423,64,122596,92,114660,76,18835,113,969702,101,2838,60,5,1,3502716,3468035.6435643565,0
2023-08-06,1910841,80,715130,65,107399,103,96010,92,18805,105,956499,104,2171,60,6,1,2850356,2740726.923076923,0
2023-08-07,3041001,59,1208443,60,191530,61,163799,60,27174,97,901342,93,5884,44,0,0,4637831,4986915.053763441,0
2023-08-08,3510047,68,1339073,66,218555,70,193867,71,29435,105,933802,96,7035,53,1,0,5298012,5518762.5,0
2023-08-09,3613062,70,1369095,68,224241,72,192028,70,30849,110,960119,99,6858,51,2,0,5436133,5491043.434343435,0
2023-08-10,3429304,67,1262073,63,208782,67,178768,66,29758,107,956875,98,6333,47,3,0,5115018,5219406.122448979,0
2023-08-11,3311714,64,1275618,63,206947,66,171116,63,29109,104,1018825,105,6119,46,4,0,5000623,4762498.095238095,0
2023-08-12,2366787,81,844749,61,131586,99,109269,72,18390,111,970527,101,2835,60,5,1,3473616,3439223.7623762377,0
2023-08-13,1953558,82,690541,62,112932,109,93730,90,18071,101,965362,105,2196,61,6,1,2871028,2734312.3809523806,0
2023-08-14,3092801,60,1246445,62,201352,64,168873,62,27185,97,939920,97,6051,45,0,0,4742707,4889388.659793815,0
2023-08-15,3385996,66,1273782,63,212116,68,187441,69,29122,104,924053,95,6680,50,1,0,5095137,5363302.105263158,0
2023-08-16,3447648,67,1300953,64,217398,70,190267,70,30763,110,956351,98,6652,50,2,0,5193681,5299674.489795919,0
2023-08-17,3385056,66,1275993,63,212321,68,180631,66,30045,108,975018,100,6360,48,3,0,5090406,5090406.0,0
2023-08-18,3182516,62,1208502,60,208639,67,174410,64,27468,98,999976,103,5361,40,4,0,4806896,4666889.32038835,0
2023-08-19,2358962,80,856814,62,144076,108,124069,82,19246,116,983353,103,2665,57,5,1,3505832,3403720.3883495145,0
2023-08-20,1870625,79,689829,62,101351,97,94332,91,18004,100,958807,104,2065,58,6,1,2776206,2669428.846153846,0
2023-08-21,2971166,58,1199440,59,198534,63,170102,62,26325,94,929844,96,5857,44,0,0,4571424,4761900.0,0
2023-08-22,3352769,65,1263459,63,213724,68,194321,71,28913,104,928605,96,6463,48,1,0,5059649,5270467.708333334,0
2023-08-23,3412842,66,1272485,63,215258,69,192053,70,30187,108,954470,98,6566,49,2,0,5129391,5234072.448979592,0
2023-08-24,3297927,64,1201155,60,204439,65,176827,65,28689,103,958830,99,6191,46,3,0,4915228,4964876.767676768,0
2023-08-25,3034255,59,1143010,57,191119,61,153854,56,26511,95,953126,98,4891,37,4,0,4553640,4646571.428571428,0
