date,subways_total_estimated_ridership,subways_%_of_comparable_pre_pandemic_day,buses_total_estimated_ridership,buses_%_of_comparable_pre_pandemic_day,lirr_total_estimated_ridership,lirr_%_of_comparable_pre_pandemic_day,metro_north_total_estimated_ridership,metro_north_%_of_comparable_pre_pandemic_day,access_a_ride_total_scheduled_trips,access_a_ride_%_of_comparable_pre_pandemic_day,bridges_and_tunnels_total_traffic,bridges_and_tunnels_%_of_comparable_pre_pandemic_day,staten_island_railway_total_estimated_ridership,staten_island_railway_%_of_comparable_pre_pandemic_day,weekday,is_weekend,total_ridership,pct_change_vs_2019,outlier
2023-09-27,4074930,71,1463309,63,232823,71,212978,74,32758,110,943929,99,7877,46,2,0,6024675,6085530.303030303,0
2023-09-28,4051444,70,1433729,62,227819,70,201304,70,31804,107,965165,101,7587,44,3,0,5953687,5894739.603960396,0
2023-09-29,2467295,43,1053306,45,188008,57,128570,45,29054,98,826445,87,5183,30,4,0,3871416,4449903.448275862,0
2023-09-30,2205573,68,789587,56,104842,89,100703,66,16536,97,864863,91,1936,47,5,1,3219177,3537557.1428571427,0
2023-10-01,1995361,81,669243,67,94222,103,92724,88,18586,101,898064,106,1984,53,6,1,2872120,2709547.169811321,0
2023-10-02,3649389,63,1390842,62,208901,66,183892,63,28672,96,931216,100,7289,41,0,0,5468985,5468985.0,0
2023-10-03,4008201,70,1471939,65,235305,75,214111,74,32295,108,937269,101,7953,45,1,0,5969804,5910697.02970297,0
2023-10-04,4026878,70,1467384,65,231999,74,209399,72,33186,111,949285,102,7928,44,2,0,5976774,5859582.352941176,0
2023-10-05,4030304,70,1457151,65,233470,74,207356,71,32414,109,973371,105,7814,44,3,0,5968509,5684294.285714285,0
2023-10-06,3639729,63,1325428,59,225040,72,193065,66,30643,103,1000568,108,6284,35,4,0,5420189,5018693.518518519,0
2023-10-07,2199478,66,720734,52,105975,93,95026,62,16919,96,842763,89,2010,44,5,1,3140142,3528249.438202247,0
2023-10-08,2044534,83,654443,65,98315,108,105952,101,18471,101,896319,106,2722,72,6,1,2924437,2758902.830188679,0
2023-10-09,2833654,49,1023375,45,206491,66,189567,65,21655,73,905490,98,4576,26,0,0,4279318,4366651.020408164,0
2023-10-10,3954925,69,1423532,63,239967,76,220445,76,31970,107,935467,101,8356,47,1,0,5879195,5820985.148514852,0
2023-10-11,4056504,71,1451764,64,236033,75,214437,74,33382,112,950384,102,8630,48,2,0,6000750,5883088.235294118,0
2023-10-12,4104598,71,1436967,64,248974,79,215284,74,32865,110,988904,107,8255,46,3,0,6046943,5651348.598130841,0
2023-10-13,3560964,62,1322576,59,226873,72,193658,67,31134,105,1002148,108,6429,36,4,0,5341634,4945957.407407408,0
2023-10-14,2219786,67,717223,52,110177,97,96158,63,17155,97,873287,92,2298,50,5,1,3162797,3437822.826086957,0
2023-10-15,2013096,82,689581,69,102493,113,100633,96,18455,100,911179,108,2148,57,6,1,2926406,2709635.185185185,0
2023-10-16,3661144,64,1381665,61,228147,73,203627,70,29453,99,925864,100,7735,43,0,0,5511771,5511771.0,0
2023-10-17,4021342,70,1439468,64,243917,78,222110,76,31921,107,944335,102,8354,47,1,0,5967112,5850109.803921568,0
2023-10-18,4074460,71,1440292,64,236072,75,213952,74,33615,113,948559,102,8356,47,2,0,6006747,5888967.647058824,0
2023-10-19,4121563,72,1440111,64,234999,75,212946,73,32909,111,986310,106,8148,46,3,0,6050676,5708184.905660377,0
2023-10-20,3616336,63,1232782,55,222385,71,192383,66,29766,100,961759,104,6272,35,4,0,5299924,5096080.76923077,0
2023-10-21,2438387,73,793917,57,113139,100,101963,67,17530,99,907106,96,2464,54,5,1,3467400,3611875.0,0
2023-10-22,1983271,81,678536,68,98471,108,93659,89,18954,103,928307,110,2021,54,6,1,2874912,2613556.3636363638,0
2023-10-23,3667240,64,1375311,61,221569,70,199199,68,29261,98,925334,100,7615,43,0,0,5500195,5500195.0,0
2023-10-24,4040571,70,1431006,63,241544,77,218201,75,31757,107,932897,101,8176,46,1,0,5971255,5912133.663366337,0
2023-10-25,4120011,72,1443766,64,237292,75,217420,75,32821,110,947018,102,8368,47,2,0,6059678,5940860.784313725,0
2023-10-26,4142420,72,1431016,63,242021,77,215171,74,32549,109,985290,106,8147,46,3,0,6071324,5727664.150943396,0
2023-10-27,3853546,67,1348576,60,229895,73,203068,70,31164,105,1027312,111,6705,38,4,0,5672954,5110769.369369369,0
2023-10-28,2743759,82,874941,63,124172,109,139276,91,20126,114,1019478,108,2995,66,5,1,3905269,3615989.8148148144,0
2023-10-29,1834459,75,589929,59,86843,95,80705,77,18145,99,871500,103,1766,47,6,1,2611847,2535773.786407767,0
2023-10-30,3623778,63,1314380,58,225140,72,197550,68,29075,98,893690,96,7287,41,0,0,5397210,5622093.75,0
2023-10-31,4016482,70,1334020,59,224816,72,203951,70,30712,103,873724,94,7789,44,1,0,5817770,6189117.021276596,0
2023-11-01,4043524,72,1369637,63,226067,69,208249,73,32374,104,927384,98,8010,47,2,0,5887861,6008021.428571428,0
2023-11-02,4082807,72,1380510,63,231370,70,206350,72,32242,103,953269,101,7997,47,3,0,5941276,5882451.485148515,0
2023-11-03,3808235,68,1307247,60,218703,67,193580,68,31816,102,980512,104,6755,40,4,0,5566336,5352246.153846154,0
2023-11-04,2588115,82,832986,63,122433,106,123922,82,19920,118,945189,104,2582,74,5,1,3689958,3548036.5384615385,0
2023-11-05,2310457,92,614666,62,109258,116,109891,106,16889,90,791269,96,3407,111,6,1,3164568,3296425.0,0
2023-11-06,3686141,65,1349481,62,225898,69,198934,70,30167,97,923453,98,7474,44,0,0,5498095,5610301.020408164,0
2023-11-07,3655078,65,1270763,58,238656,73,215344,75,30843,99,891546,94,6785,40,1,0,5417469,5763264.893617021,0
2023-11-08,4066029,72,1401268,64,238727,73,213738,75,33515,107,937630,99,8306,49,2,0,5961583,6021801.01010101,0
2023-11-09,4020939,71,1376822,63,235844,72,210130,73,32982,106,980310,104,7929,47,3,0,5884646,5658313.461538462,0
2023-11-10,3611367,143,1250528,126,224512,237,200669,193,25506,135,974996,118,5596,182,4,0,5318178,4506930.508474576,0
2023-11-11,2588540,82,817146,62,122170,106,118398,78,18654,110,939492,103,2712,78,5,1,3667620,3560796.1165048545,0
2023-11-12,1947270,77,642431,64,99171,105,91623,88,19187,102,891716,108,1958,64,6,1,2801640,2594111.111111111,0
2023-11-13,3597029,64,1320693,60,225204,69,194691,68,30479,98,907109,96,7353,43,0,0,5375449,5599426.041666666,0
2023-11-14,3991767,71,1382768,63,235487,72,214218,75,33027,106,921728,98,8271,49,1,0,5865538,5985242.857142857,0
2023-11-15,4036442,72,1389217,63,235718,72,214486,75,34166,109,941983,100,8322,49,2,0,5918351,5918351.0,0
2023-11-16,4048862,72,1391273,64,235070,72,207671,73,34102,109,978274,104,8010,47,3,0,5924988,5697103.846153846,0
2023-11-17,3741391,66,1303240,60,227909,69,201231,70,31496,101,999520,106,6792,40,4,0,5512059,5200055.660377358,0
2023-11-18,2477547,78,831053,63,124053,108,120273,80,19452,115,946515,104,2630,76,5,1,3575008,3437507.692307692,0
2023-11-19,1943926,77,657965,66,100792,107,100924,97,19835,105,867625,105,2058,67,6,1,2825500,2690952.380952381,0
2023-11-20,3647283,65,1300978,59,228502,70,203599,71,30889,99,925548,98,7426,44,0,0,5418677,5529262.24489796,0
2023-11-21,3774952,67,1254277,57,236079,72,213162,74,32139,103,977248,104,7467,44,1,0,5518076,5305842.307692308,0
2023-11-22,3378351,60,1160847,53,254968,78,220030,77,28409,91,985528,104,6524,38,2,0,5049129,4854931.73076923,0
2023-11-23,1628385,65,471662,47,116969,124,107690,103,21741,115,898291,109,2257,74,3,0,2348704,2154774.3119266056,0
2023-11-24,2457591,97,807221,81,215833,228,197178,189,15381,82,818916,99,3718,121,4,0,3696922,3734264.646464647,0
2023-11-25,2123590,67,696466,53,124716,108,117682,78,14245,84,866561,95,2454,71,5,1,3079153,3241213.6842105263,0
2023-11-26,1686490,67,566395,57,101486,107,95729,92,16900,90,864505,105,1834,60,6,1,2468834,2351270.476190476,0
2023-11-27,3523494,63,1253990,57,228127,69,200017,70,29418,94,921303,98,7294,43,0,0,5242340,5349326.530612245,0
2023-11-28,3916476,69,1279327,58,234794,72,216450,76,31716,102,914381,97,7835,46,1,0,5686598,5862472.164948453,0
2023-11-29,4032882,72,1268990,58,234738,71,212929,74,32809,105,915384,97,7851,46,2,0,5790199,5969277.319587629,0
2023-11-30,4072271,72,1340370,61,236142,72,210592,74,32650,105,945909,100,7737,45,3,0,5899762,5899762.0,0
2023-12-01,3723171,70,1226677,61,185151,59,164628,59,31284,107,947287,107,6432,41,4,0,5337343,4988171.028037383,0
2023-12-02,2748170,83,826725,65,126374,99,125483,80,19675,114,903346,102,2618,53,5,1,3849045,3773573.529411765,0
2023-12-03,1827959,72,553618,57,87340,82,76999,72,18450,103,778118,98,1633,48,6,1,2565999,2618366.3265306125,0
2023-12-04,3709458,69,1312507,66,223257,71,201080,72,30841,106,900224,102,7559,48,0,0,5484702,5377158.823529412,0
2023-12-05,3991835,75,1346216,67,243329,77,224065,80,33235,114,914419,103,7964,51,1,0,5846644,5676353.398058252,0
2023-12-06,4116059,77,1350594,67,230920,73,211076,76,33502,115,936802,106,7951,51,2,0,5950102,5613303.773584906,0
2023-12-07,4088438,77,1314833,66,231114,73,204586,73,32511,112,960536,108,7424,48,3,0,5878906,5443431.481481481,0
2023-12-08,3863961,72,1261796,63,225208,71,198539,71,31875,109,972091,110,6435,41,4,0,5587814,5079830.909090909,0
2023-12-09,2922085,88,828894,65,156237,122,147745,94,20580,119,944411,107,3181,64,5,1,4078722,3811889.7196261687,0
2023-12-10,1838048,72,539117,55,90884,85,82225,77,17542,98,779314,98,1648,49,6,1,2569464,2621902.0408163266,0
2023-12-11,3642743,68,1213923,61,219022,69,191110,69,29271,100,894318,101,6949,45,0,0,5303018,5250512.871287129,0
2023-12-12,4051574,76,1309303,65,236348,75,219393,79,33458,115,935591,106,7655,49,1,0,5857731,5526161.320754717,0
2023-12-13,4067457,76,1314167,66,238451,75,215546,77,34323,118,959767,108,7859,50,2,0,5877803,5442410.185185186,0
2023-12-14,4122091,77,1296909,65,236516,75,213415,77,33406,115,988876,112,7414,48,3,0,5909751,5276563.392857143,0
2023-12-15,3845234,72,1246465,62,235800,75,208572,75,32517,112,1011336,114,6540,42,4,0,5575128,4890463.157894737,0
2023-12-16,2866544,86,814457,64,149340,117,149013,95,20483,119,972314,110,3085,62,5,1,4002922,3639019.9999999995,0
2023-12-17,1954707,77,569005,58,96415,90,88502,82,18445,103,809015,102,1787,53,6,1,2728861,2675353.9215686275,0
2023-12-18,3314782,62,1082334,54,201289,64,174850,63,28309,97,809201,91,5381,34,0,0,4806945,5282357.142857143,0
2023-12-19,3912934,73,1275002,64,244031,77,213625,77,32542,112,946648,107,7555,48,1,0,5685689,5313728.037383177,0
2023-12-20,3838407,72,1245547,62,236060,75,206420,74,33205,114,964384,109,7363,47,2,0,5567002,5107341.28440367,0
2023-12-21,3675448,69,1200899,60,229252,73,199411,71,31713,109,976632,110,6860,44,3,0,5343583,4857802.7272727275,0
2023-12-22,3372318,63,1110555,55,231036,73,206169,74,29324,101,979372,111,5878,38,4,0,4955280,4464216.216216216,0
2023-12-23,2244175,68,708808,56,139904,109,130053,83,17627,102,876791,99,2700,54,5,1,3243267,3276027.272727273,0
2023-12-24,1657096,65,549448,56,92540,87,77874,72,20241,114,793031,100,1912,56,6,1,2399111,2399111.0,0
2023-12-25,1273729,50,381879,39,80587,76,65350,61,14750,83,748318,94,1668,49,0,0,1817963,1934003.1914893617,0
2023-12-26,2668642,50,906670,45,219149,69,192910,69,20706,71,867072,98,5158,33,1,0,4013235,4095137.7551020407,0
2023-12-27,2912007,55,955890,48,220010,70,186541,67,25945,89,881140,99,5373,34,2,0,4305766,4349258.585858586,0
2023-12-28,3064841,57,969231,48,218546,69,193235,69,26462,91,887521,100,5395,35,3,0,4477710,4477710.0,0
2023-12-29,3198885,60,1007697,50,237781,75,210361,75,26892,92,909062,103,5784,37,4,0,4687400,4550873.786407767,0
2023-12-30,2440211,74,720564,57,121688,95,121647,77,16983,99,833538,94,2780,56,5,1,3423873,3642418.085106383,0
2023-12-31,1934651,76,548344,56,99817,94,89554,83,20005,112,671873,84,2029,60,6,1,2694400,3207619.0476190476,0
2024-01-01,1648734,79,455965,50,82811,100,73957,82,9165,68,730489,107,2018,74,0,0,2272650,2123971.9626168227,0
2024-01-02,3290639,64,1091104,53,209680,69,184978,69,25961,92,829660,95,7107,43,1,0,4809469,5062598.947368421,0
2024-01-03,3555082,69,1212761,59,217373,72,194441,72,31304,111,856822,99,7565,46,2,0,5218526,5271238.3838383835,0
2024-01-04,3560703,69,1242971,61,212217,70,190588,71,31233,110,867791,100,7450,45,3,0,5245162,5245162.0,0
2024-01-05,3263064,63,1185046,58,199441,66,173362,64,30480,108,886766,102,5963,36,4,0,4857356,4762113.725490196,0
2024-01-06,1942458,72,684686,57,92741,95,82890,64,15850,109,721283,94,2070,50,5,1,2820695,3000739.361702128,0
2024-01-07,1472438,70,502518,55,72971,88,57280,63,13723,102,566397,83,1533,56,6,1,2120463,2554774.698795181,0
2024-01-08,3303727,64,1226783,60,208960,69,184150,68,28890,102,844853,97,7001,43,0,0,4959511,5112897.93814433,0
2024-01-09,3353192,65,1135694,55,213699,71,188888,70,30430,108,780334,90,6944,42,1,0,4928847,5476496.666666667,0
2024-01-10,3557166,69,1248493,61,217461,72,191221,71,31338,111,844710,97,7216,44,2,0,5252895,5415355.670103094,0
2024-01-11,3688916,72,1293940,63,229117,76,199799,74,32790,116,921166,106,7337,45,3,0,5451899,5143300.9433962265,0
2024-01-12,3365791,65,1228696,60,207670,69,182896,68,31096,110,930218,107,6286,38,4,0,5022435,4693864.485981308,0
2024-01-13,2167383,80,755670,63,101558,104,97439,75,17168,118,819900,107,2210,54,5,1,3141428,2935914.0186915887,0
2024-01-14,1743556,83,588809,64,85521,103,78197,86,18588,138,750002,110,1745,64,6,1,2516416,2287650.909090909,0
2024-01-15,2169917,104,783032,85,91887,111,80498,89,16502,122,816628,120,3017,110,0,0,3144853,2620710.8333333335,0
2024-01-16,3235935,63,1078860,53,205716,68,178389,66,29826,105,712714,82,5414,33,1,0,4734140,5773341.463414635,0
2024-01-17,3616923,70,1193111,58,217173,72,199986,74,32054,113,863242,99,6891,42,2,0,5266138,5319331.313131313,0
2024-01-18,3655850,71,1235693,60,217911,72,197257,73,32318,114,896766,103,7014,43,3,0,5346043,5190333.009708738,0
2024-01-19,3176408,62,1109408,54,191999,64,171490,64,27175,96,793429,91,5330,33,4,0,4681810,5144846.153846154,0
2024-01-20,2024041,75,677335,57,96128,99,82817,64,15487,107,758923,99,1926,47,5,1,2897734,2927004.0404040404,0
2024-01-21,1576126,75,548497,60,78041,94,66955,74,17147,127,718777,105,1482,54,6,1,2288248,2179283.8095238092,0
2024-01-22,3305387,64,1210644,59,209302,69,185181,69,30092,106,841078,97,6558,40,0,0,4947164,5100169.072164949,0
2024-01-23,3652488,71,1264199,62,233311,77,205300,76,33111,117,864670,100,7194,44,1,0,5395603,5395603.0,0
2024-01-24,3666907,71,1247798,61,223928,74,201969,75,33082,117,867077,100,7027,43,2,0,5380711,5380711.0,0
2024-01-25,3681867,72,1256481,61,223766,74,199560,74,32517,115,890573,102,6845,42,3,0,5401036,5295133.333333334,0
2024-01-26,3380816,66,1193175,58,213749,71,184511,69,31329,111,913609,105,5681,35,4,0,5009261,4770724.761904761,0
2024-01-27,2283244,84,801262,67,117555,121,102600,79,19099,132,853000,112,2409,59,5,1,3326169,2969793.75,0
2024-01-28,1549077,74,535857,58,75177,91,66794,74,17473,129,712530,104,1455,53,6,1,2245833,2159454.807692308,0
2024-01-29,3297571,64,1211703,59,214890,71,187702,70,29367,104,838882,97,6755,41,0,0,4947988,5101018.556701031,0
2024-01-30,3717520,72,1284597,63,230931,76,207896,77,32782,116,868230,100,7744,47,1,0,5481470,5481470.0,0
2024-01-31,3808584,74,1325692,65,228148,76,204353,76,33417,118,882805,102,7651,47,2,0,5607845,5497887.2549019605,0
2024-02-01,3814682,70,1337508,62,214275,71,189621,70,33540,114,911954,103,7465,46,3,0,5597091,5434068.932038835,0
2024-02-02,3457807,64,1239617,58,200395,66,174044,65,32175,109,917639,104,6207,38,4,0,5110245,4913697.115384616,0
2024-02-03,2324038,81,808103,64,113576,121,102310,78,20070,123,845878,102,2357,55,5,1,3370454,3304366.6666666665,0
2024-02-04,1742107,79,626299,64,86327,110,77083,85,20480,122,790429,105,1746,62,6,1,2554042,2432420.9523809524,0
2024-02-05,3481777,64,1297578,60,218879,72,190181,71,31372,107,855224,97,7053,44,0,0,5226840,5388494.845360825,0
2024-02-06,3857533,71,1346868,63,233524,77,208252,77,33618,114,880296,100,7709,48,1,0,5687504,5687504.0,0
2024-02-07,3900992,72,1341486,62,229426,76,202871,75,34799,118,896482,101,7655,47,2,0,5717229,5660622.7722772285,0
2024-02-08,3903673,72,1350925,63,232069,77,198010,74,34386,117,937494,106,7442,46,3,0,5726505,5402363.20754717,0
2024-02-09,3547321,65,1268268,59,218909,72,185475,69,32233,110,953705,108,6121,38,4,0,5258327,4868821.296296297,0
2024-02-10,2385448,83,795892,63,118074,126,99942,76,20462,126,876746,105,2596,61,5,1,3422414,3259441.904761905,0
2024-02-11,1774698,81,628400,64,83832,107,73614,81,20610,122,759996,101,1769,63,6,1,2582923,2557349.504950495,0
2024-02-12,3374596,62,1254403,58,212628,70,185118,69,30323,103,888941,101,6132,38,0,0,5063200,5013069.306930693,0
2024-02-13,2273584,42,724893,34,166803,55,134355,50,23271,79,480178,54,3641,23,1,0,3326547,6160272.222222222,0
2024-02-14,3963628,73,1282121,60,230505,76,201686,75,32796,111,909016,103,7645,47,2,0,5718381,5551826.213592233,0
2024-02-15,3874860,71,1305830,61,228885,76,202704,75,33402,114,948001,107,7500,46,3,0,5653181,5283346.728971963,0
2024-02-16,3504536,65,1225865,57,210552,70,186547,69,32442,110,962249,109,6269,39,4,0,5166211,4739643.1192660555,0
2024-02-17,2178047,76,680638,54,95271,102,92423,71,17545,108,769698,93,2038,48,5,1,3065962,3296733.3333333335,0
2024-02-18,1850840,84,604537,62,89877,115,81659,90,18975,113,794483,105,1720,61,6,1,2647608,2521531.4285714286,0
2024-02-19,2244741,102,842548,86,96569,124,85973,94,17585,104,814165,108,3007,107,0,0,3290423,3046687.962962963,0
2024-02-20,3490990,64,1201850,56,233827,77,207099,77,32208,109,895208,101,7023,43,1,0,5172997,5121779.2079207925,0
2024-02-21,3591484,66,1222440,57,230058,76,201074,75,33590,114,892324,101,7112,44,2,0,5285758,5233423.762376238,0
2024-02-22,3588173,66,1212903,56,225465,74,195315,73,32702,111,924554,105,6674,41,3,0,5261232,5010697.142857143,0
2024-02-23,3219121,59,1126271,52,208527,69,182348,68,30262,103,916874,104,5479,34,4,0,4772008,4588469.23076923,0
2024-02-24,2308808,80,788962,62,114816,123,98942,76,19456,120,866204,104,2407,56,5,1,3333391,3205183.653846154,0
2024-02-25,1740477,79,608010,62,88104,113,78248,86,19822,118,822624,109,1800,64,6,1,2536461,2327028.4403669722,0
2024-02-26,3439079,63,1275320,59,217914,72,187542,70,30867,105,873604,99,6969,43,0,0,5157691,5209788.888888889,0
2024-02-27,3802458,70,1332209,62,233207,77,208042,77,33571,114,893537,101,7659,47,1,0,5617146,5561530.693069307,0
2024-02-28,3784177,70,1290829,60,228110,75,199671,74,33664,114,889784,101,7428,46,2,0,5543879,5488989.108910891,0
2024-02-29,3905888,72,1334777,62,232010,77,204828,76,33637,114,957616,108,7295,45,3,0,5718435,5294847.222222222,0
2024-03-01,3573658,64,1276428,57,181633,58,157348,57,33416,112,968878,105,6220,39,4,0,5228703,4979717.142857143,0
2024-03-02,2094029,68,689029,52,98266,91,85586,63,19380,114,823629,95,2084,41,5,1,2988374,3145656.842105263,0
2024-03-03,1961510,86,686787,69,93906,108,85095,90,21351,121,857039,106,1981,63,6,1,2850630,2689273.5849056602,0
2024-03-04,3539671,64,1319592,59,219565,70,188845,68,32231,108,887009,96,7229,45,0,0,5307133,5528263.541666666,0
2024-03-05,3819514,69,1263377,56,236999,76,204515,74,34277,115,868487,94,7344,46,1,0,5566026,5921304.255319149,0
2024-03-06,3865589,69,1273337,57,225080,72,198040,72,35207,118,890058,97,7555,47,2,0,5604808,5778152.577319588,0
2024-03-07,3893731,70,1334827,60,226926,72,197659,72,34235,115,941815,102,7414,46,3,0,5694792,5583129.411764706,0
2024-03-08,3685219,66,1291469,58,226372,72,192899,70,34613,116,987695,107,6588,41,4,0,5437160,5081457.943925234,0
2024-03-09,2128635,69,747405,56,113368,105,97183,72,19661,116,857351,98,2174,43,5,1,3108426,3171863.2653061226,0
2024-03-10,1803578,79,630566,63,90567,104,77768,82,20080,114,818114,101,1750,56,6,1,2624309,2598325.7425742573,0
2024-03-11,3497588,63,1270081,57,218755,70,188108,68,31600,106,869087,94,6854,43,0,0,5212986,5545729.787234042,0
2024-03-12,3988438,72,1370319,61,239002,76,213584,77,34978,118,911441,99,7820,49,1,0,5854141,5913273.737373737,0
2024-03-13,4024943,72,1377062,61,237603,76,212582,77,36469,123,937527,102,8100,51,2,0,5896759,5781136.274509804,0
2024-03-14,4049186,73,1368263,61,240124,77,211962,77,36111,121,970105,105,7658,48,3,0,5913304,5631718.095238095,0
2024-03-15,3643013,65,1275542,57,227481,73,199285,72,33266,112,986807,107,6558,41,4,0,5385145,5032845.794392523,0
2024-03-16,2553056,83,838318,63,138156,128,129667,96,20796,123,924262,106,3108,61,5,1,3683101,3474623.5849056602,0
2024-03-17,1972170,86,625861,63,103993,120,86964,92,20237,115,862748,107,2078,66,6,1,2811303,2627385.9813084113,0
2024-03-18,3482565,63,1296423,58,221451,71,190770,69,31905,107,895292,97,7072,44,0,0,5230186,5391944.329896906,0
2024-03-19,3869116,69,1336910,60,242771,77,210028,76,34899,117,909501,99,7795,49,1,0,5701519,5759110.101010101,0
2024-03-20,3886104,70,1334002,60,234446,75,206030,75,35998,121,927404,101,7700,48,2,0,5704280,5647801.98019802,0
2024-03-21,3862248,69,1317112,59,228782,73,200037,73,35097,118,947309,103,7292,46,3,0,5650568,5485988.349514563,0
2024-03-22,3581959,64,1251225,56,225175,72,187489,68,33549,113,975518,106,6299,39,4,0,5285696,4986505.660377358,0
2024-03-23,1863863,61,587004,44,95770,89,77331,57,17633,104,733638,84,1766,35,5,1,2643367,3146865.476190476,0
2024-03-24,1912946,83,653413,66,95973,111,80451,85,22334,127,861573,107,1890,60,6,1,2767007,2585987.85046729,0
2024-03-25,3583716,64,1281676,57,224068,71,192720,70,31947,107,902281,98,7032,44,0,0,5321159,5429754.081632653,0
2024-03-26,3969793,71,1355991,60,239790,77,211566,77,34874,117,914666,99,7754,49,1,0,5819768,5878553.535353536,0
2024-03-27,4014011,72,1342695,60,241268,77,207744,75,35627,120,943920,102,7628,48,2,0,5848973,5734287.2549019605,0
2024-03-28,3910547,70,1223847,55,239840,77,200583,73,34416,116,954143,104,6780,42,3,0,5616013,5400012.5,0
2024-03-29,3372535,61,1096254,49,241583,77,198343,72,30293,102,966343,105,5092,32,4,0,4944100,4708666.666666666,0
2024-03-30,2526569,82,801723,60,135355,125,111061,82,19891,117,906427,104,2748,54,5,1,3597347,3458987.5,0
2024-03-31,1936295,84,606411,61,121273,140,98458,104,23316,132,933446,116,2096,67,6,1,2787849,2403318.103448276,0
2024-04-01,3321989,60,1168598,53,208291,67,180107,63,30083,104,917643,98,6053,37,0,0,4915121,5015429.591836735,0
2024-04-02,3900061,70,1247638,57,234615,76,206753,72,34415,119,889922,95,7289,45,1,0,5630771,5927127.368421053,0
2024-04-03,3890305,70,1162660,53,222764,72,195001,68,34971,121,851814,91,6815,42,2,0,5512516,6057709.89010989,0
2024-04-04,4100733,74,1339531,61,232730,75,201745,70,34712,120,957042,102,7180,44,3,0,5916631,5800618.62745098,0
2024-04-05,3800800,68,1263607,58,225107,73,202580,71,34503,119,981699,104,6309,39,4,0,5532906,5320101.923076923,0
2024-04-06,2477127,78,822825,62,128106,112,117095,79,21444,129,928096,102,2555,50,5,1,3569152,3499168.6274509802,0
2024-04-07,1899641,78,651153,66,101624,111,94103,91,21759,117,875089,101,2033,62,6,1,2770313,2742884.158415842,0
2024-04-08,3506719,63,1258402,58,220359,71,194106,68,31777,110,879783,93,6873,42,0,0,5218236,5611006.451612903,0
2024-04-09,4042674,72,1366571,63,251964,81,228390,80,36151,125,965630,103,7937,49,1,0,5933687,5760861.165048543,0
2024-04-10,3791945,68,1245909,57,235585,76,216591,75,35534,123,946464,101,7115,44,2,0,5532679,5477900.0,0
2024-04-11,4000485,72,1315916,60,241215,78,205013,71,35354,122,963140,102,7326,45,3,0,5805309,5691479.411764706,0
2024-04-12,3668439,66,1240823,57,225168,73,191755,67,33701,116,979494,104,6265,39,4,0,5366151,5159760.576923077,0
2024-04-13,2535112,80,824356,62,120351,105,110542,74,21606,130,930759,102,2609,51,5,1,3614576,3543701.960784314,0
2024-04-14,2068885,85,664358,67,103711,113,93633,91,21766,117,897470,104,2145,66,6,1,2954498,2840863.4615384615,0
2024-04-15,3704177,66,1319005,60,233386,75,203835,71,32975,114,933433,99,7374,45,0,0,5500752,5556315.151515151,0
2024-04-16,4033514,72,1370151,63,243835,79,220030,77,35869,124,941739,100,8017,49,1,0,5911416,5911416.0,0
2024-04-17,4021256,72,1347870,62,243323,78,214829,75,35970,124,942089,100,7805,48,2,0,5871053,5871053.0,0
2024-04-18,3966226,71,1303010,60,230634,74,203859,71,34816,120,955479,102,7271,45,3,0,5745816,5633152.94117647,0
2024-04-19,3705782,66,1278086,58,223518,72,205809,72,33749,117,1000275,106,6252,39,4,0,5453196,5144524.528301887,0
2024-04-20,2537525,80,830016,62,125999,110,123804,83,21228,127,949195,104,2793,55,5,1,3641365,3501312.5,0
2024-04-21,1918237,79,651681,66,101817,111,98834,96,20807,111,873632,101,2017,62,6,1,2793393,2765735.6435643565,0
2024-04-22,3219677,58,1146285,52,229680,74,206229,72,29919,103,902943,96,6171,38,0,0,4837961,5039542.708333334,0
2024-04-23,3522218,63,1176798,54,238274,77,221191,77,31727,110,869972,92,7063,44,1,0,5197271,5649207.608695652,0
2024-04-24,3608010,65,1180243,54,233010,75,215927,75,32658,113,880348,94,6847,42,2,0,5276695,5613505.319148935,0
2024-04-25,3723894,67,1191480,55,242243,78,217219,76,32999,114,962228,102,6820,42,3,0,5414655,5308485.294117647,0
2024-04-26,3431590,62,1143792,52,229885,74,198590,69,31859,110,955900,102,5647,35,4,0,5041363,4942512.7450980395,0
2024-04-27,2506779,79,801494,60,123192,108,109447,73,20591,123,911900,100,2479,48,5,1,3563982,3563982.0,0
2024-04-28,2084950,86,649572,65,100214,109,91619,89,21057,113,881076,102,1965,60,6,1,2949377,2891546.0784313725,0
2024-04-29,3323706,60,1161990,53,225362,73,201385,70,30504,105,866723,92,6385,39,0,0,4949332,5379708.695652174,0
2024-04-30,3638986,65,1193514,55,240862,78,218592,76,32717,113,872347,93,6886,42,1,0,5331557,5732856.989247312,0
2024-05-01,4032791,71,1350660,59,230682,72,205030,72,35701,121,954842,99,7757,45,2,0,5862621,5921839.393939394,0
2024-05-02,4061242,71,1349838,59,235003,74,210951,74,36244,123,980830,102,7475,43,3,0,5900753,5785051.960784314,0
2024-05-03,3780888,66,1285012,56,226880,71,204190,71,34860,119,1004571,104,6516,37,4,0,5538346,5325332.692307692,0
2024-05-04,2563658,80,849249,61,123516,104,122719,81,22523,130,951334,99,2769,57,5,1,3684434,3721650.5050505055,0
